Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-September-2018,385.50,389.70,380.50,384.25,384.018764817191204297,183908,1610,70624123.00,58851,32.00,9.20,-1.25
31-August-2018,379.25,386.00,376.00,383.35,380.111828045242612404,950343,2948,361236615.00,815939,85.86,10.00,4.10
30-August-2018,375.00,384.90,375.00,382.60,380.212755664469875409,126093,1931,47942167.00,15975,12.67,9.90,7.60
29-August-2018,380.00,382.20,373.35,374.85,378.013629699692598723,105725,1555,39965491.00,12625,11.94,8.85,-5.15
28-August-2018,380.15,385.90,374.65,376.45,378.340243540243540243,134680,1761,50954864.00,10809,8.03,11.25,-3.70
27-August-2018,370.95,383.00,368.50,378.35,376.294103084032820899,169648,2115,63837542.00,31291,18.44,14.50,7.40
24-August-2018,369.00,371.50,365.30,368.50,367.608754399909163165,88070,1025,32375303.00,13192,14.98,6.20,-0.50
23-August-2018,371.00,376.75,368.40,369.25,370.980737165877857061,96559,1406,35821529.00,13863,14.36,8.35,-1.75
21-August-2018,368.00,370.35,363.05,367.75,367.743595363762296375,114058,1555,41944099.00,17721,15.54,7.30,-0.25
20-August-2018,373.80,374.00,367.45,370.40,370.579505325360036799,141305,2489,52364737.00,30829,21.82,6.55,-3.40
17-August-2018,373.50,374.45,366.50,371.25,369.986885245901639344,101565,2120,37577718.00,7324,7.21,7.95,-2.25
16-August-2018,371.95,373.85,366.05,372.05,370.092337068426378220,481291,2806,178122111.00,383220,79.62,7.80,0.10
14-August-2018,369.00,371.80,364.30,366.50,367.531164969817100639,110990,1951,40792284.00,14094,12.70,7.50,-2.50
13-August-2018,370.00,375.10,362.80,368.95,370.841257009686111718,137310,2066,50920213.00,11225,8.17,12.30,-1.05
10-August-2018,366.80,374.70,365.25,369.10,370.571268292211120890,206782,2547,76627468.00,17929,8.67,9.45,2.30
9-August-2018,388.40,388.40,364.90,366.75,369.890134155194701800,1852705,8519,685297301.00,1092408,58.96,23.50,-21.65
8-August-2018,384.50,387.05,373.60,384.60,380.340841087179006414,128001,1716,48684008.00,9727,7.60,13.45,0.10
7-August-2018,386.20,386.20,379.10,381.35,382.072979626329616225,108866,1379,41594757.00,13278,12.20,7.10,-4.85
6-August-2018,374.80,387.95,374.80,386.20,382.070555682757496614,257683,3220,98453087.00,45323,17.59,13.15,11.40
3-August-2018,377.95,377.95,370.50,374.70,373.831470466725901108,176699,2209,66055647.00,21585,12.22,7.45,-3.25
2-August-2018,385.00,385.05,369.60,372.95,375.191686389963247320,207876,3619,77993347.00,25892,12.46,15.45,-12.05
1-August-2018,391.50,398.55,382.35,383.65,394.366184931446869499,685162,3348,270204724.00,420603,61.39,16.20,-7.85
31-July-2018,379.00,392.05,378.70,390.70,388.063427907091795087,404270,4365,156882402.00,38475,9.52,13.35,11.70
30-July-2018,364.00,390.20,353.20,383.15,372.324562563177409283,491671,6490,183061190.00,166384,33.84,37.00,19.15
27-July-2018,363.90,373.35,351.60,364.45,366.684456796781017961,843745,6716,309388177.00,324154,38.42,21.75,0.55
26-July-2018,353.00,359.70,352.60,357.60,356.198274730563374119,137138,2009,48848319.00,9497,6.93,7.10,4.60
25-July-2018,357.20,357.20,344.00,351.85,348.197833443886281153,236689,3136,82414597.00,23503,9.93,13.20,-5.35
24-July-2018,361.00,365.65,351.25,356.40,360.680305110908416610,99767,1819,35983992.00,9820,9.84,14.40,-4.60
23-July-2018,335.00,359.90,335.00,357.60,355.194241592931751735,155286,2416,55156693.00,25585,16.48,24.90,22.60
20-July-2018,344.50,348.15,340.65,345.55,344.563707346752522435,78892,1329,27183320.00,17649,22.37,7.50,1.05
19-July-2018,339.00,347.20,338.35,345.05,343.808101209632671179,180220,3125,61961096.00,31774,17.63,8.85,6.05
18-July-2018,345.00,345.00,331.20,336.80,334.243770245622192498,7931653,4225,2651105603.00,7721522,97.35,13.80,-8.20
17-July-2018,346.60,350.40,340.00,342.25,341.536970060595114738,653353,2664,223144204.00,518885,79.42,10.40,-4.35
16-July-2018,358.55,359.50,344.45,346.20,350.101100149886850122,102077,2353,35737270.00,19756,19.35,15.05,-12.35
13-July-2018,363.00,363.45,357.25,358.05,359.951388090034127075,104316,2584,37548689.00,28042,26.88,6.20,-4.95
12-July-2018,366.80,366.80,357.55,361.80,363.059856906629119664,61079,980,22175333.00,12103,19.82,9.25,-5.00
11-July-2018,367.55,367.95,360.30,361.90,364.889335136399223190,98351,2463,35887231.00,27402,27.86,7.65,-5.65
10-July-2018,364.70,368.90,361.00,367.35,365.604016891777146285,88327,1351,32292706.00,15110,17.11,7.90,2.65
9-July-2018,366.30,366.30,361.00,361.55,362.728975056779430947,151023,1616,54780418.00,43372,28.72,5.30,-4.75
6-July-2018,360.35,365.30,360.00,361.85,362.082318294263164094,127335,2443,46105752.00,24218,19.02,5.30,1.50
5-July-2018,365.00,366.20,359.55,363.45,363.019373973498317733,313565,4130,113830170.00,97077,30.96,6.65,-1.55
4-July-2018,369.00,370.90,362.70,366.45,366.769607944411159087,145209,2404,53258248.00,16368,11.27,8.20,-2.55
3-July-2018,372.00,373.45,366.00,370.20,369.794326147247466557,151079,2301,55868157.00,37018,24.50,7.45,-1.80
2-July-2018,381.00,381.70,359.00,367.15,377.997136043752295771,857555,3028,324153334.00,26639,3.11,22.70,-13.85
29-June-2018,373.00,382.65,373.00,381.00,379.367083845401419578,79742,1639,30251490.00,12807,16.06,9.65,8.00
28-June-2018,375.00,380.90,368.10,376.35,374.348622191634443850,110429,1331,41338944.00,17717,16.04,12.80,1.35
27-June-2018,382.95,382.95,373.00,374.75,377.027596271305944758,121973,4462,45987187.00,34982,28.68,9.95,-8.20
26-June-2018,374.10,383.05,373.00,380.15,379.773480399504026379,146782,2682,55743911.00,25729,17.53,10.05,6.05
25-June-2018,371.50,377.60,370.65,373.60,374.253560836780019416,75193,1297,28141248.00,9741,12.95,6.95,2.10
22-June-2018,366.55,376.95,366.20,374.60,371.975365976779404341,148575,1501,55266240.00,14446,9.72,10.75,8.05
21-June-2018,378.00,378.00,363.60,368.20,369.753430507316517679,140504,1573,51951836.00,15111,10.75,14.40,-9.80
20-June-2018,374.05,376.20,370.50,372.25,373.508767308057071803,94898,1292,35445235.00,9887,10.42,5.70,-1.80
19-June-2018,372.00,375.30,369.20,371.15,372.600245101778259167,196653,2122,73272956.00,28085,14.28,6.10,-0.85
18-June-2018,381.00,381.00,369.00,371.25,375.769268233288688664,106769,2041,40120509.00,17522,16.41,12.00,-9.75
15-June-2018,376.10,380.30,370.15,377.55,374.857234310269975938,135901,1835,50943473.00,10294,7.57,10.15,1.45
14-June-2018,375.50,383.80,374.05,376.15,382.001497785608678770,2384854,2404,911017800.00,2147332,90.04,9.75,0.65
13-June-2018,375.00,381.85,373.65,376.10,377.620261963998243816,191324,2269,72247819.00,17137,8.96,8.20,1.10
12-June-2018,390.00,393.55,370.00,381.05,384.386642634887328616,223038,2552,85732828.00,46026,20.64,23.55,-8.95
11-June-2018,380.00,394.00,378.35,388.75,387.960123307004729244,242322,3081,94011273.00,25349,10.46,15.65,8.75
8-June-2018,376.80,383.40,372.55,376.75,378.352567406237971908,153287,2338,57996530.00,22649,14.78,10.85,-0.05
7-June-2018,379.95,386.00,374.70,379.95,380.279833298015116196,212355,5183,80754324.00,23222,10.94,11.30,0.00
6-June-2018,361.00,382.90,361.00,380.35,375.262410751142844038,261628,2957,98179154.00,28166,10.77,21.90,19.35
5-June-2018,373.00,380.00,357.60,363.80,363.758961407347258845,826349,3096,300591854.00,653199,79.05,22.40,-9.20
4-June-2018,384.05,390.00,370.00,371.85,377.776201268943565404,140747,2321,53170867.00,21545,15.31,20.00,-12.20
1-June-2018,378.45,384.85,372.85,382.60,379.230325355591516906,140892,2392,53430519.00,14568,10.34,12.00,4.15
31-May-2018,374.00,383.20,372.00,373.80,376.615440326466942436,143598,1694,54081224.00,16399,11.42,11.20,-0.20
30-May-2018,378.00,378.95,373.00,375.90,374.989893833033590531,86185,1166,32318504.00,11812,13.71,5.95,-2.10
29-May-2018,376.05,379.90,371.50,378.25,376.641090315962938673,118938,1899,44796938.00,16808,14.13,8.40,2.20
28-May-2018,377.00,380.50,370.80,374.20,375.351542626515269941,140734,2420,52824724.00,20578,14.62,9.70,-2.80
25-May-2018,377.35,380.00,367.40,376.65,373.361345460869777475,327739,2262,122365074.00,172019,52.49,12.60,-0.70
24-May-2018,357.15,373.70,356.90,371.45,366.295204644558100958,159154,2938,58297347.00,26604,16.72,16.80,14.30
23-May-2018,362.00,365.15,354.55,356.80,358.923042046955390407,202916,2820,72831228.00,48310,23.81,10.60,-5.20
22-May-2018,357.95,370.50,352.10,361.90,362.702817745803357314,316920,5241,114947777.00,69019,21.78,18.40,3.95
21-May-2018,362.00,369.00,356.10,360.20,364.273052329374918439,153260,2488,55828488.00,24272,15.84,12.90,-1.80
18-May-2018,368.50,368.70,355.10,361.95,360.695020728881276887,345653,4206,124675316.00,67519,19.53,13.60,-6.55
17-May-2018,376.10,378.40,364.90,366.55,371.256560426529559258,220946,3359,82027652.00,43204,19.55,13.50,-9.55
16-May-2018,378.00,384.00,374.55,375.35,377.257923384527630964,164797,1761,62170974.00,17817,10.81,9.45,-2.65
15-May-2018,382.00,388.80,371.95,379.40,381.795008686264815411,220463,3807,84171673.00,33788,15.33,16.85,-2.60
14-May-2018,389.80,393.95,372.65,381.50,385.012377414218796871,433370,4096,166852814.00,59181,13.66,21.30,-8.30
11-May-2018,402.00,402.00,381.20,385.70,389.893150800327393725,878453,7693,342502808.00,234414,26.68,20.80,-16.30
10-May-2018,409.00,413.80,404.00,412.25,409.500935353966101967,248569,3805,101789238.00,48287,19.43,9.80,3.25
9-May-2018,400.75,409.15,397.50,402.60,403.977946132989798822,267028,3341,107873423.00,71052,26.61,11.65,1.85
8-May-2018,398.50,402.75,397.15,400.75,400.290713840188173053,133069,1501,53266285.00,19443,14.61,5.60,2.25
7-May-2018,400.50,404.50,395.90,398.00,399.713547164121233009,185692,2357,74223608.00,26542,14.29,8.60,-2.50
4-May-2018,411.00,418.25,394.00,396.60,405.326470000781568869,575765,6562,233372795.00,121990,21.19,24.25,-14.40
3-May-2018,408.00,408.00,399.55,404.40,403.842123897603158594,93206,1811,37640509.00,19994,21.45,8.45,-3.60
2-May-2018,411.00,412.00,406.00,408.00,408.014992141216297908,157149,1679,64119148.00,18626,11.85,6.00,-3.00
30-April-2018,408.95,412.70,404.40,409.55,409.480442760975801228,152859,3752,62592771.00,47703,31.21,8.30,0.60
27-April-2018,408.00,415.85,401.05,408.95,407.282768740776561418,239878,3242,97698176.00,31422,13.10,14.80,0.95
26-April-2018,424.00,424.00,405.00,408.85,413.041958750574517134,276319,3050,114131341.00,50359,18.22,19.00,-15.15
25-April-2018,414.00,427.00,412.15,419.80,420.261788334472302847,940909,9924,395428099.00,88562,9.41,14.85,5.80
24-April-2018,403.50,408.50,396.60,406.10,401.376086523480025262,647593,4592,259928344.00,298721,46.13,11.90,2.60
23-April-2018,398.50,406.10,397.35,403.65,402.279806398738189859,323345,2058,130075164.00,168434,52.09,8.75,5.15
20-April-2018,394.90,402.90,391.55,400.75,398.472021472288419816,206033,2791,82098386.00,25262,12.26,11.35,5.85
19-April-2018,385.50,396.80,385.50,394.95,391.271693234168700240,171701,2657,67181741.00,45851,26.70,11.30,9.45
18-April-2018,383.80,391.75,382.00,384.80,386.628212576320356217,266803,4447,103153567.00,73323,27.48,9.75,1.00
17-April-2018,377.20,382.90,374.80,381.30,378.638049529033416589,122514,1617,46388462.00,15892,12.97,8.10,4.10
16-April-2018,376.30,380.50,375.00,377.20,377.052174708749970843,557339,1363,210145882.00,12986,2.33,5.50,0.90
13-April-2018,381.25,386.05,376.35,377.80,380.067630938862516699,1147463,1923,436113544.00,1014151,88.38,9.70,-3.45
12-April-2018,384.05,386.00,379.25,380.10,381.136379601011520089,142360,1671,54258575.00,33937,23.84,6.75,-3.95
11-April-2018,386.20,391.10,383.55,384.55,386.797463353980954107,308833,3265,119455821.00,75936,24.59,7.55,-1.65
10-April-2018,380.75,386.55,374.60,385.55,379.980439031686436359,394459,3856,149886704.00,82441,20.90,11.95,4.80
9-April-2018,383.90,386.90,376.80,380.75,381.426571726720274998,407275,4126,155345507.00,68747,16.88,10.10,-3.15
6-April-2018,394.00,396.55,383.10,385.40,387.431953850477275745,323817,3933,125457053.00,60447,18.67,13.45,-8.60
5-April-2018,401.90,401.90,391.25,393.95,394.488281671886812830,324065,4262,127839845.00,94020,29.01,10.65,-7.95
4-April-2018,405.00,407.00,393.25,394.50,398.487056776158364150,170089,2449,67778265.00,30679,18.04,13.75,-10.50
3-April-2018,393.50,402.60,391.15,401.65,398.002309396748119714,384516,2829,153038256.00,37267,9.69,11.45,8.15
2-April-2018,401.40,403.00,390.60,394.45,394.701531646349570795,308361,4784,121710559.00,57210,18.55,12.40,-6.95
28-March-2018,412.00,415.00,396.00,398.90,402.321972793806207582,304563,3960,122532387.00,75102,24.66,19.00,-13.10
27-March-2018,420.20,421.70,400.90,411.45,413.129061374427274212,348989,4034,144177498.00,61766,17.70,20.80,-8.75
26-March-2018,412.00,422.95,406.70,421.65,414.223451225530514887,151975,2070,62951609.00,30875,20.32,16.25,9.65
23-March-2018,410.00,419.05,405.40,411.15,410.044838709677419354,703700,9012,288548553.00,278391,39.56,13.65,1.15
22-March-2018,415.25,420.00,412.00,415.25,415.998574956692729060,341744,4985,142165017.00,135465,39.64,8.00,0.00
21-March-2018,407.00,420.00,403.00,418.60,414.235666994602355819,376090,5953,155789892.00,95887,25.50,17.00,11.60
20-March-2018,400.00,403.55,393.50,400.15,398.435052172384589571,250324,3333,99737856.00,41030,16.39,10.05,0.15
19-March-2018,418.50,421.55,397.50,400.80,407.767076341815757306,224975,2942,91737398.00,85732,38.11,24.05,-17.70
16-March-2018,418.00,426.70,415.00,418.20,420.886926036787028428,891673,1821,375293508.00,36838,4.13,11.70,0.20
15-March-2018,421.00,429.00,417.65,420.70,419.705725067581814450,1427529,1844,599142094.00,370428,25.95,11.35,-0.30
14-March-2018,425.90,426.50,418.75,422.50,421.875653949675640960,138581,1481,58463950.00,20575,14.85,7.75,-3.40
13-March-2018,421.50,429.00,420.00,425.90,424.707023102036872148,724395,6108,307655644.00,314668,43.44,9.00,4.40
12-March-2018,403.10,424.80,403.10,420.75,413.454464156732178112,726845,7316,300517310.00,284401,39.13,21.70,17.65
9-March-2018,407.40,408.50,397.80,401.95,403.445578726480451414,398392,4313,160729491.00,128357,32.22,10.70,-5.45
8-March-2018,412.00,414.00,395.00,401.20,404.758262303760245164,653601,8252,264550405.00,154776,23.68,19.00,-10.80
7-March-2018,411.50,416.00,391.10,403.40,403.185840385840385840,824175,7178,332295690.00,344247,41.77,24.90,-8.10
6-March-2018,422.20,427.30,412.00,413.85,419.587904157637412568,243191,1901,102040002.00,52064,21.41,15.30,-8.35
5-March-2018,428.95,428.95,418.00,421.20,422.572495721163169121,118607,1377,50120056.00,9688,8.17,10.95,-7.75
1-March-2018,429.50,436.70,425.05,426.75,431.480569629659654385,370065,2730,159675857.00,175316,47.37,11.65,-2.75
28-February-2018,431.00,433.50,425.35,427.35,428.422899470030953944,341152,2941,146157329.00,140388,41.15,8.15,-3.65
27-February-2018,423.00,433.00,423.00,431.05,428.548792298887682329,170365,2145,73009715.00,54571,32.03,10.00,8.05
26-February-2018,430.00,432.95,420.45,422.30,422.860171501550811895,328860,2596,139061796.00,180805,54.98,12.50,-7.70
23-February-2018,418.10,427.65,417.60,425.45,424.931303263635896478,369741,2554,157114525.00,209579,56.68,10.05,7.35
22-February-2018,424.00,424.00,413.70,416.05,417.672349558189835851,298205,9588,124551983.00,189890,63.68,10.30,-7.95
21-February-2018,418.05,422.30,417.40,419.35,419.299973556524466364,325222,4480,136365576.00,224605,69.06,4.90,1.30
20-February-2018,415.80,422.20,415.50,417.65,419.069101722661940735,199749,5593,83708634.00,68799,34.44,6.70,1.85
19-February-2018,418.65,420.00,403.00,414.15,411.153984591982478227,366173,3257,150553488.00,91765,25.06,17.00,-4.50
16-February-2018,432.00,432.45,418.65,419.45,424.941397694602805389,184003,3297,78190492.00,70371,38.24,13.80,-12.55
15-February-2018,438.00,439.00,426.55,428.30,431.926784705505142781,196489,3452,84868862.00,36361,18.51,12.45,-9.70
14-February-2018,424.15,437.65,424.15,434.20,434.100063401878110569,367497,3513,159530471.00,82484,22.44,13.50,10.05
12-February-2018,433.00,433.00,422.00,424.05,426.252112676056338028,222230,2485,94726007.00,80748,36.34,11.00,-8.95
9-February-2018,425.00,433.75,419.95,421.75,424.891136133491832871,363408,3307,154408838.00,77790,21.41,13.80,-3.25
8-February-2018,432.00,436.00,425.20,429.50,430.588124020258048956,265376,2099,114267754.00,55650,20.97,10.80,-2.50
7-February-2018,448.00,449.15,426.05,429.85,435.933107428267431505,345868,3875,150775312.00,102475,29.63,23.10,-18.15
6-February-2018,420.20,447.50,420.10,438.75,440.250476566708565272,696125,4202,306469363.00,32562,4.68,27.40,18.55
5-February-2018,418.00,445.80,411.80,439.50,434.855754251403030314,519946,7292,226101510.00,63185,12.15,34.00,21.50
2-February-2018,435.20,444.90,415.60,421.80,429.219080148238287515,289264,3458,124157628.00,75421,26.07,29.30,-13.40
1-February-2018,435.00,446.00,430.35,438.05,436.894848429899949586,501847,6251,219254369.00,128859,25.68,15.65,3.05
31-January-2018,441.05,445.75,436.05,439.65,441.410038942559724406,160236,2241,70729779.00,28521,17.80,9.70,-1.40
30-January-2018,439.15,450.75,437.45,440.10,444.211573192506795548,488923,4938,217185255.00,109193,22.33,13.30,0.95
29-January-2018,449.70,449.70,422.20,440.55,440.483834417869754650,673406,9226,296624457.00,267147,39.67,27.50,-9.15
25-January-2018,461.50,466.00,445.10,452.60,454.156109458655562165,924550,5782,419890031.00,550988,59.60,20.90,-8.90
24-January-2018,491.00,491.00,455.30,458.95,470.438977229222603650,3144908,14399,1479487303.00,2315552,73.63,35.70,-32.05
23-January-2018,495.90,498.45,488.00,490.90,493.658711081529304654,2973299,3408,1467794952.00,2738657,92.11,10.45,-5.00
22-January-2018,493.00,497.25,487.75,489.70,490.110880781050338138,604929,3504,296482285.00,347960,57.52,9.50,-3.30
